Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.613361514	1.3	115.9
-396.598509833	1.3	115.9
-396.583449542	1.4	115.9
-396.59626127	1.3	115.9
-396.611372917	1.5	115.9
-396.626294404	1.3	115.9
-396.640622299	1.6	115.9
-396.653753726	1.3	115.9
-396.664684236	1.7	115.9
-396.671636678	1.3	115.9
-396.671482048	1.8	115.9
-396.658919802	1.3	115.9
-396.625292714	1.9	115.9
-396.556718245	1.3	115.9
-396.568669428	2.0	115.9
-396.637054136	1.3	115.9
-396.670499597	2.0	115.9
-396.682886129	1.2	115.9
-396.682871589	1.9	115.9
-396.67575979	1.2	115.9
-396.664684237	1.8	115.9
-396.651426094	1.2	115.9
-396.636992143	1.7	115.9
-396.621985671	1.2	115.9
-396.606808948	1.6	115.9
-396.613325236	1.2	115.9
-396.628579183	1.5	115.9
-396.643683687	1.2	115.9
-396.658237512	1.4	115.9
-396.671636678	1.2	115.9
-396.682871589	1.3	115.9
-396.690156455	1.2	115.9
-396.690352628	1.2	115.9
-396.678152595	1.2	115.9
-396.644897871	1.1	115.9
-396.576710987	1.2	115.9
-396.577676335	1.0	115.9
-396.645665741	1.2	115.9
-396.678727909	1.0	115.9
-396.690737121	1.1	115.9
-396.690352629	1.1	115.9
-396.68288613	1.1	115.9
-396.671482049	1.2	115.9
-396.657931415	1.1	115.9
-396.643247115	1.3	115.9
-396.628034134	1.1	115.9
-396.61269284	1.4	115.9
-396.599619977	1.1	115.9
-396.615057171	1.5	115.9
-396.630387109	1.1	115.9
-396.645210091	1.6	115.9
-396.658919804	1.1	115.9
-396.670499599	1.7	115.9
-396.678152596	1.1	115.9
-396.67872791	1.8	115.9
-396.666908987	1.1	115.9
-396.634035251	1.9	115.9
-396.56623508	1.1	115.9
-396.533717923	2.0	115.9
-396.601343018	1.1	115.9
-396.634035252	2.0	115.9
-396.645665744	1.0	115.9
-396.644897875	1.9	115.9
-396.63705414	1.0	115.9
-396.625292718	1.8	115.9
-396.611416937	1.0	115.9
-396.596447629	1.7	115.9
-396.58099272	1.0	115.9
-396.565451428	1.6	115.9
-396.496299888	1.0	115.9
-396.511954361	1.5	115.9
-396.527543261	1.0	115.9
-396.542667775	1.4	115.9
-396.556718251	1.0	115.9
-396.568669434	1.3	115.9
-396.576710993	1.0	115.9
-396.577676341	1.2	115.9
-396.566235085	1.0	115.9
-396.533717926	1.1	115.9
-396.466249368	1.0	115.9
-396.466154536	1.0	115.9
-396.53361925	1.0	116.0
-396.56613244	1.0	116.0
-396.57756983	1.0	116.0
-396.576601121	1.1	116.0
-396.568557151	1.0	116.0
-396.55660486	1.2	116.0
-396.542554733	1.0	116.0
-396.527431984	1.3	116.0
-396.511846086	1.0	116.0
-396.496195607	1.4	116.0
-396.565347794	1.0	116.0
-396.580884933	1.5	116.0
-396.596336604	1.0	116.0
-396.611303818	1.6	116.0
-396.625178825	1.0	116.0
-396.636940847	1.7	116.0
-396.644786426	1.0	116.0
-396.645557068	1.8	116.0
-396.63392986	1.0	116.0
-396.601241036	1.9	116.0
-396.533619247	1.0	116.0
-396.566132435	2.0	116.0
-396.633929858	1.0	116.0
-396.666800823	2.0	116.0
-396.678617152	1.1	116.0
-396.678039766	1.9	116.0
-396.670385583	1.1	116.0
-396.658805762	1.8	116.0
-396.645097285	1.1	116.0
-396.630276742	1.7	116.0
-396.614950279	1.1	116.0
-396.599517384	1.6	116.0
-396.612591632	1.1	116.0
-396.627928499	1.5	116.0
-396.643137779	1.1	116.0
-396.657819297	1.4	116.0
-396.671368222	1.1	116.0
-396.68277173	1.3	116.0
-396.690238713	1.1	116.0
-396.690624523	1.2	116.0
-396.678617151	1.1	116.0
-396.645557065	1.1	116.0
-396.577569825	1.1	116.0
-396.576601115	1.0	116.0
-396.644786423	1.1	116.0
-396.678039765	1.0	116.0
-396.690238712	1.2	116.0
-396.690041972	1.1	116.0
-396.682757308	1.2	116.0
-396.671523548	1.2	116.0
-396.658126536	1.2	116.0
-396.643575804	1.3	116.0
-396.628475194	1.2	116.0
-396.613225769	1.4	116.0
-396.606711607	1.2	116.0
-396.621883767	1.5	116.0
-396.636886213	1.2	116.0
-396.651316822	1.6	116.0
-396.664572434	1.2	116.0
-396.675646329	1.7	116.0
-396.682757308	1.2	116.0
-396.682771729	1.8	116.0
-396.670385581	1.2	116.0
-396.636940843	1.9	116.0
-396.568557145	1.2	116.0
-396.556604853	2.0	116.0
-396.625178822	1.2	116.0
-396.65880576	2.0	116.0
-396.671368221	1.3	116.0
-396.671523547	1.9	116.0
-396.664572434	1.3	116.0
-396.653643983	1.8	116.0
-396.640515368	1.3	116.0
-396.626190975	1.7	116.0
-396.61127357	1.3	116.0
-396.596166455	1.6	116.0
-396.58335764	1.3	116.0
-396.5984135	1.5	116.0
-396.613261129	1.3	116.0
-396.627495965	1.4	116.0
-396.640515368	1.3	116.0
-396.651316822	1.3	116.0
-396.658126535	1.3	116.0
-396.657819296	1.2	116.0
-396.645097283	1.3	116.0
-396.611303814	1.1	116.0
-396.542554727	1.3	116.0
-396.527431978	1.0	116.0
-396.5963366	1.3	116.0
-396.63027674	1.0	116.0
-396.643137778	1.4	116.0
-396.643575804	1.1	116.0
-396.636886213	1.4	116.0
-396.626190975	1.2	116.0
-396.613261129	1.4	116.0
-396.599097796	1.3	116.0
-396.584303719	1.4	116.0
-396.569284768	1.4	116.0
-396.554551429	1.4	116.0
-396.569547299	1.5	116.0
-396.584303719	1.4	116.0
-396.5984135	1.6	116.0
-396.611273569	1.4	116.0
-396.621883767	1.7	116.0
-396.628475193	1.4	116.0
-396.627928497	1.8	116.0
-396.614950277	1.4	116.0
-396.580884929	1.9	116.0
-396.511846079	1.4	116.0
-396.4961956	2.0	116.0
-396.56534779	1.4	116.0
-396.599517382	2.0	116.0
-396.612591631	1.5	116.0
-396.613225768	1.9	116.0
-396.606711606	1.5	116.0
-396.596166455	1.8	116.0
-396.58335764	1.5	116.0
-396.569284768	1.7	116.0
-396.554551429	1.5	116.0
-396.539566136	1.6	116.0
-396.539484511	1.5	116.0
-396.554466019	1.5	116.1
-396.569195801	1.5	116.1
-396.583265404	1.4	116.1
-396.596071296	1.5	116.1
-396.60661391	1.3	116.1
-396.613125936	1.5	116.1
-396.61249005	1.2	116.1
-396.599414409	1.5	116.1
-396.56524377	1.1	116.1
-396.496090929	1.5	116.1
-396.51173739	1.0	116.1
-396.580776734	1.5	116.1
-396.614842982	1.0	116.1
-396.627822467	1.6	116.1
-396.628370818	1.1	116.1
-396.621781489	1.6	116.1
-396.611173859	1.2	116.1
-396.598316817	1.6	116.1
-396.584210475	1.3	116.1
-396.569457838	1.6	116.1
-396.554466019	1.4	116.1
-396.569195801	1.6	116.1
-396.584210475	1.5	116.1
-396.599000593	1.6	116.1
-396.613160377	1.6	116.1
-396.626087166	1.6	116.1
-396.636779891	1.7	116.1
-396.643467517	1.6	116.1
-396.643028027	1.8	116.1
-396.63016595	1.6	116.1
-396.596225146	1.9	116.1
-396.527320267	1.6	116.1
-396.542441231	2.0	116.1
-396.611190246	1.6	116.1
-396.644984035	2.0	116.1
-396.657706745	1.7	116.1
-396.658015137	1.9	116.1
-396.651207141	1.7	116.1
-396.640408041	1.8	116.1
-396.627391634	1.7	116.1
-396.613160377	1.7	116.1
-396.598316817	1.7	116.1
-396.583265404	1.6	116.1
-396.596071296	1.7	116.1
-396.611173859	1.5	116.1
-396.626087166	1.7	116.1
-396.640408041	1.4	116.1
-396.653533829	1.7	116.1
-396.664460204	1.3	116.1
-396.671409978	1.7	116.1
-396.671253943	1.2	116.1
-396.658691258	1.7	116.1
-396.625064462	1.1	116.1
-396.55649099	1.7	116.1
-396.568444374	1.0	116.1
-396.636827067	1.7	116.1
-396.670271089	1.0	116.1
-396.682656862	1.8	116.1
-396.682642572	1.1	116.1
-396.675532427	1.8	116.1
-396.664460205	1.2	116.1
-396.651207141	1.8	116.1
-396.636779891	1.3	116.1
-396.62178149	1.8	116.1
-396.606613911	1.4	116.1
-396.613125937	1.8	116.1
-396.628370819	1.5	116.1
-396.643467517	1.8	116.1
-396.658015137	1.6	116.1
-396.671409978	1.8	116.1
-396.682642573	1.7	116.1
-396.689927021	1.8	116.1
-396.690124316	1.8	116.1
-396.677926444	1.8	116.1
-396.644674476	1.9	116.1
-396.57649074	1.8	116.1
-396.577462798	2.0	116.1
-396.645447878	1.8	116.1
-396.678505891	2.0	116.1
-396.690511432	1.9	116.1
-396.690124316	1.9	116.1
-396.682656863	1.9	116.1
-396.671253944	1.8	116.1
-396.657706746	1.9	116.1
-396.643028028	1.7	116.1
-396.627822469	1.9	116.1
-396.612490052	1.6	116.1
-396.599414411	1.9	116.1
-396.614842985	1.5	116.1
-396.630165952	1.9	116.1
-396.644984038	1.4	116.1
-396.658691261	1.9	116.1
-396.670271091	1.3	116.1
-396.677926445	1.9	116.1
-396.678505892	1.2	116.1
-396.666692144	1.9	116.1
-396.633823943	1.1	116.1
-396.566029262	1.9	116.1
-396.533520031	1.0	116.1
-396.601138522	1.9	116.1
-396.633823945	1.0	116.1
-396.645447881	2.0	116.1
-396.644674479	1.1	116.1
-396.636827071	2.0	116.1
-396.625064466	1.2	116.1
-396.61119025	2.0	116.1
-396.596225149	1.3	116.1
-396.580776738	2.0	116.1
-396.565243774	1.4	116.1
-396.496090936	2.0	116.1
-396.511737397	1.5	116.1
-396.527320274	2.0	116.1
-396.542441238	1.6	116.1
-396.556490997	2.0	116.1
-396.56844438	1.7	116.1
-396.576490746	2.0	116.1
-396.577462804	1.8	116.1
-396.566029267	2.0	116.1
-396.533520034	1.9	116.1
-396.466059156	2.0	116.1
-396.465963228	2.0	116.1
-396.533420281	2.0	116.2
-396.565925566	2.0	116.2
-396.577355262	2.0	116.2
-396.576379869	1.9	116.2
-396.568331122	2.0	116.2
-396.556376663	1.8	116.2
-396.54232729	2.0	116.2
-396.52720813	1.7	116.2
-396.511628296	2.0	116.2
-396.495985875	1.6	116.2
-396.565139368	2.0	116.2
-396.580668134	1.5	116.2
-396.596113266	2.0	116.2
-396.611076234	1.4	116.2
-396.62494964	2.0	116.2
-396.636712813	1.3	116.2
-396.644562036	2.0	116.2
-396.645338183	1.2	116.2
-396.633717508	2.0	116.2
-396.601035477	1.1	116.2
-396.533420278	2.0	116.2
-396.565925562	1.0	116.2
-396.633717506	2.0	116.2
-396.666582951	1.0	116.2
-396.678394128	1.9	116.2
-396.677812635	1.1	116.2
-396.670156124	1.9	116.2
-396.6585763	1.2	116.2
-396.644870348	1.9	116.2
-396.63005474	1.3	116.2
-396.614735289	1.9	116.2
-396.599311059	1.4	116.2
-396.612388098	1.9	116.2
-396.627716045	1.5	116.2
-396.642917864	1.9	116.2
-396.657593762	1.6	116.2
-396.671139217	1.9	116.2
-396.68254153	1.7	116.2
-396.690009439	1.9	116.2
-396.690397847	1.8	116.2
-396.678394127	1.9	116.2
-396.64533818	1.9	116.2
-396.577355257	1.9	116.2
-396.576379863	2.0	116.2
-396.644562032	1.9	116.2
-396.677812633	2.0	116.2
-396.690009439	1.8	116.2
-396.689811601	1.9	116.2
-396.682527383	1.8	116.2
-396.67129597	1.8	116.2
-396.657903317	1.8	116.2
-396.643358827	1.7	116.2
-396.62826606	1.8	116.2
-396.613025741	1.6	116.2
-396.60651586	1.8	116.2
-396.621678838	1.5	116.2
-396.636673176	1.8	116.2
-396.65109705	1.4	116.2
-396.66434755	1.8	116.2
-396.675418084	1.3	116.2
-396.682527383	1.8	116.2
-396.682541529	1.2	116.2
-396.670156122	1.8	116.2
-396.636712809	1.1	116.2
-396.568331116	1.8	116.2
-396.556376657	1.0	116.2
-396.624949636	1.8	116.2
-396.658576297	1.0	116.2
-396.671139216	1.7	116.2
-396.67129597	1.1	116.2
-396.66434755	1.7	116.2
-396.653423263	1.2	116.2
-396.640300317	1.7	116.2
-396.625982977	1.3	116.2
-396.611073786	1.7	116.2
-396.595975792	1.4	116.2
-396.583172835	1.7	116.2
-396.598219783	1.5	116.2
-396.613059259	1.7	116.2
-396.62728692	1.6	116.2
-396.640300317	1.7	116.2
-396.65109705	1.7	116.2
-396.657903316	1.7	116.2
-396.657593761	1.8	116.2
-396.644870346	1.7	116.2
-396.61107623	1.9	116.2
-396.542327283	1.7	116.2
-396.527208123	2.0	116.2
-396.596113262	1.7	116.2
-396.630054738	2.0	116.2
-396.642917863	1.6	116.2
-396.643358826	1.9	116.2
-396.636673176	1.6	116.2
-396.625982976	1.8	116.2
-396.613059259	1.6	116.2
-396.598903037	1.7	116.2
-396.584116893	1.6	116.2
-396.569106512	1.6	116.2
-396.554380299	1.6	116.2
-396.569368053	1.5	116.2
-396.584116893	1.6	116.2
-396.598219782	1.4	116.2
-396.611073786	1.6	116.2
-396.621678838	1.3	116.2
-396.628266059	1.6	116.2
-396.627716044	1.2	116.2
-396.614735287	1.6	116.2
-396.58066813	1.1	116.2
-396.511628289	1.6	116.2
-396.495985868	1.0	116.2
-396.565139364	1.6	116.2
-396.599311056	1.0	116.2
-396.612388097	1.5	116.2
-396.61302574	1.1	116.2
-396.606515859	1.5	116.2
-396.595975792	1.2	116.2
-396.583172835	1.5	116.2
-396.569106512	1.3	116.2
-396.554380299	1.5	116.2
-396.539402589	1.4	116.2
-396.539320369	1.5	116.2
-396.554294269	1.5	116.3
-396.5690169	1.5	116.3
-396.583079931	1.6	116.3
-396.595879944	1.5	116.3
-396.606417454	1.7	116.3
-396.612925181	1.5	116.3
-396.612285772	1.8	116.3
-396.599207324	1.5	116.3
-396.565034573	1.9	116.3
-396.495880417	1.5	116.3
-396.511518776	2.0	116.3
-396.580559119	1.5	116.3
-396.614627189	2.0	116.3
-396.627609226	1.4	116.3
-396.628160916	1.9	116.3
-396.621575812	1.4	116.3
-396.61097335	1.8	116.3
-396.598122398	1.4	116.3
-396.584022973	1.7	116.3
-396.569277943	1.4	116.3
-396.554294269	1.6	116.3
-396.5690169	1.4	116.3
-396.584022973	1.5	116.3
-396.59880513	1.4	116.3
-396.612957774	1.4	116.3
-396.625878408	1.4	116.3
-396.636566069	1.3	116.3
-396.643249732	1.4	116.3
-396.642807285	1.2	116.3
-396.629943104	1.4	116.3
-396.59600095	1.1	116.3
-396.527095545	1.4	116.3
-396.542212882	1.0	116.3
-396.610961765	1.4	116.3
-396.644756216	1.0	116.3
-396.657480345	1.3	116.3
-396.657791075	1.1	116.3
-396.65098655	1.3	116.3
-396.640192198	1.2	116.3
-396.627181825	1.3	116.3
-396.612957774	1.3	116.3
-396.598122398	1.3	116.3
-396.583079931	1.4	116.3
-396.595879944	1.3	116.3
-396.610973351	1.5	116.3
-396.625878408	1.3	116.3
-396.640192198	1.6	116.3
-396.653312286	1.3	116.3
-396.66423447	1.7	116.3
-396.671181524	1.3	116.3
-396.671024039	1.8	116.3
-396.658460878	1.3	116.3
-396.624834344	1.9	116.3
-396.556261853	1.3	116.3
-396.568217373	2.0	116.3
-396.636598069	1.3	116.3
-396.670040681	2.0	116.3
-396.682425731	1.2	116.3
-396.68241174	1.9	116.3
-396.675303301	1.2	116.3
-396.66423447	1.8	116.3
-396.65098655	1.2	116.3
-396.63656607	1.7	116.3
-396.621575813	1.2	116.3
-396.606417454	1.6	116.3
-396.612925182	1.2	116.3
-396.628160917	1.5	116.3
-396.643249733	1.2	116.3
-396.657791075	1.4	116.3
-396.671181524	1.2	116.3
-396.68241174	1.3	116.3
-396.689695715	1.2	116.3
-396.689894083	1.2	116.3
-396.677698333	1.2	116.3
-396.644449092	1.1	116.3
-396.576268486	1.2	116.3
-396.577247202	1.0	116.3
-396.645227974	1.2	116.3
-396.678281862	1.0	116.3
-396.690283772	1.1	116.3
-396.689894083	1.1	116.3
-396.682425732	1.1	116.3
-396.67102404	1.2	116.3
-396.657480346	1.1	116.3
-396.642807286	1.3	116.3
-396.627609228	1.1	116.3
-396.612285773	1.4	116.3
-396.599207326	1.1	116.3
-396.614627192	1.5	116.3
-396.629943106	1.1	116.3
-396.644756218	1.6	116.3
-396.65846088	1.1	116.3
-396.670040682	1.7	116.3
-396.677698335	1.1	116.3
-396.678281863	1.8	116.3
-396.666473247	1.1	116.3
-396.633610549	1.9	116.3
-396.565821336	1.1	116.3
-396.533319988	2.0	116.3
-396.600931903	1.1	116.3
-396.633610551	2.0	116.3
-396.645227976	1.0	116.3
-396.644449096	1.9	116.3
-396.636598073	1.0	116.3
-396.624834348	1.8	116.3
-396.610961769	1.0	116.3
-396.596000953	1.7	116.3
-396.580559123	1.0	116.3
-396.565034577	1.6	116.3
-396.495880424	1.0	116.3
-396.511518782	1.5	116.3
-396.527095552	1.0	116.3
-396.542212889	1.4	116.3
-396.55626186	1.0	116.3
-396.568217379	1.3	116.3
-396.576268492	1.0	116.3
-396.577247207	1.2	116.3
-396.56582134	1.0	116.3
-396.533319991	1.1	116.3
-396.465866755	1.0	116.3
-396.465769738	1.0	116.3
-396.533219167	1.0	116.4
-396.56571659	1.0	116.4
-396.577138639	1.0	116.4
-396.576156615	1.1	116.4
-396.56810315	1.0	116.4
-396.556146587	1.2	116.4
-396.542098036	1.0	116.4
-396.526982542	1.3	116.4
-396.511408857	1.0	116.4
-396.495774584	1.4	116.4
-396.564929401	1.0	116.4
-396.580449704	1.5	116.4
-396.595888213	1.0	116.4
-396.610846858	1.6	116.4
-396.624718592	1.0	116.4
-396.636482852	1.7	116.4
-396.644335661	1.0	116.4
-396.645117262	1.8	116.4
-396.633503075	1.0	116.4
-396.600827801	1.9	116.4
-396.533219164	1.0	116.4
-396.565716586	2.0	116.4
-396.633503073	1.0	116.4
-396.666363031	2.0	116.4
-396.678169097	1.1	116.4
-396.677583547	1.9	116.4
-396.669924767	1.1	116.4
-396.658345003	1.8	116.4
-396.644641648	1.1	116.4
-396.629831051	1.7	116.4
-396.614518694	1.1	116.4
-396.599103215	1.6	116.4
-396.612183076	1.1	116.4
-396.627502018	1.5	116.4
-396.642696295	1.1	116.4
-396.657366499	1.4	116.4
-396.670908414	1.1	116.4
-396.68230947	1.3	116.4
-396.689778249	1.1	116.4
-396.690169205	1.2	116.4
-396.678169096	1.1	116.4
-396.645117259	1.1	116.4
-396.577138634	1.1	116.4
-396.576156609	1.0	116.4
-396.644335658	1.1	116.4
-396.677583545	1.0	116.4
-396.689778248	1.2	116.4
-396.689579362	1.1	116.4
-396.682295644	1.2	116.4
-396.671066641	1.2	116.4
-396.657678413	1.2	116.4
-396.643140236	1.3	116.4
-396.62805539	1.2	116.4
-396.612824259	1.4	116.4
-396.606318695	1.2	116.4
-396.621472414	1.5	116.4
-396.636458571	1.2	116.4
-396.650875642	1.6	116.4
-396.664120966	1.2	116.4
-396.675188079	1.7	116.4
-396.682295644	1.2	116.4
-396.682309469	1.8	116.4
-396.669924765	1.2	116.4
-396.636482849	1.9	116.4
-396.568103144	1.2	116.4
-396.55614658	2.0	116.4
-396.624718589	1.2	116.4
-396.658345001	2.0	116.4
-396.670908413	1.3	116.4
-396.67106664	1.9	116.4
-396.664120965	1.3	116.4
-396.653200899	1.8	116.4
-396.640083683	1.3	116.4
-396.62577346	1.7	116.4
-396.610872553	1.3	116.4
-396.595783752	1.6	116.4
-396.582986695	1.3	116.4
-396.598024664	1.5	116.4
-396.612855923	1.3	116.4
-396.627076349	1.4	116.4
-396.640083683	1.3	116.4
-396.650875641	1.3	116.4
-396.657678413	1.3	116.4
-396.657366498	1.2	116.4
-396.644641645	1.3	116.4
-396.610846854	1.1	116.4
-396.54209803	1.3	116.4
-396.526982535	1.0	116.4
-396.595888209	1.3	116.4
-396.629831049	1.0	116.4
-396.642696294	1.4	116.4
-396.643140236	1.1	116.4
-396.636458571	1.4	116.4
-396.62577346	1.2	116.4
-396.612855923	1.4	116.4
-396.598706869	1.3	116.4
-396.583928716	1.4	116.4
-396.568926966	1.4	116.4
-396.554207929	1.4	116.4
-396.56918751	1.5	116.4
-396.583928716	1.4	116.4
-396.598024663	1.6	116.4
-396.610872553	1.4	116.4
-396.621472413	1.7	116.4
-396.62805539	1.4	116.4
-396.627502016	1.8	116.4
-396.614518691	1.4	116.4
-396.5804497	1.9	116.4
-396.51140885	1.4	116.4
-396.495774577	2.0	116.4
-396.564929397	1.4	116.4
-396.599103213	2.0	116.4
-396.612183074	1.5	116.4
-396.612824258	1.9	116.4
-396.606318695	1.5	116.4
-396.595783752	1.8	116.4
-396.582986695	1.5	116.4
-396.568926966	1.7	116.4
-396.554207929	1.5	116.4
-396.539237852	1.6	116.4
-396.539155039	1.5	116.4
-396.554121279	1.5	116.5
-396.568836711	1.5	116.5
-396.582893126	1.4	116.5
-396.595687216	1.5	116.5
-396.606219582	1.3	116.5
-396.612722972	1.5	116.5
-396.612080006	1.2	116.5
-396.598998723	1.5	116.5
-396.564823837	1.1	116.5
-396.495668348	1.5	116.5
-396.511298514	1.0	116.5
-396.580339875	1.5	116.5
-396.614409793	1.0	116.5
-396.627394414	1.6	116.5
-396.62794948	1.1	116.5
-396.621368642	1.6	116.5
-396.610771394	1.2	116.5
-396.597926579	1.6	116.5
-396.583834122	1.3	116.5
-396.569096752	1.6	116.5
-396.554121279	1.4	116.5
-396.568836711	1.6	116.5
-396.583834122	1.5	116.5
-396.598608257	1.6	116.5
-396.612753706	1.6	116.5
-396.625668133	1.6	116.5
-396.636350682	1.7	116.5
-396.643030337	1.6	116.5
-396.642584891	1.8	116.5
-396.629718573	1.6	116.5
-396.595775042	1.9	116.5
-396.526869093	1.6	116.5
-396.541982726	2.0	116.5
-396.610731496	1.6	116.5
-396.644526635	2.0	116.5
-396.65725222	1.7	116.5
-396.65756533	1.9	116.5
-396.650764325	1.7	116.5
-396.639974773	1.8	116.5
-396.626970491	1.7	116.5
-396.612753706	1.7	116.5
-396.597926579	1.7	116.5
-396.582893126	1.6	116.5
-396.595687216	1.7	116.5
-396.610771394	1.5	116.5
-396.625668133	1.7	116.5
-396.639974774	1.4	116.5
-396.653089101	1.7	116.5
-396.664007037	1.3	116.5
-396.67095132	1.7	116.5
-396.67079234	1.2	116.5
-396.658228667	1.7	116.5
-396.624602369	1.1	116.5
-396.556030839	1.7	116.5
-396.567988432	1.0	116.5
-396.636367149	1.7	116.5
-396.669808377	1.0	116.5
-396.682192744	1.8	116.5
-396.682179096	1.1	116.5
-396.675072418	1.8	116.5
-396.664007037	1.2	116.5
-396.650764325	1.8	116.5
-396.636350682	1.3	116.5
-396.621368642	1.8	116.5
-396.606219582	1.4	116.5
-396.612722973	1.8	116.5
-396.62794948	1.5	116.5
-396.643030337	1.8	116.5
-396.657565331	1.6	116.5
-396.670951321	1.8	116.5
-396.682179097	1.7	116.5
-396.689462543	1.8	116.5
-396.689661937	1.8	116.5
-396.67746827	1.8	116.5
-396.644221729	1.9	116.5
-396.576044234	1.8	116.5
-396.577029555	2.0	116.5
-396.645006038	1.8	116.5
-396.67805583	2.0	116.5
-396.690054149	1.9	116.5
-396.689661937	1.9	116.5
-396.682192745	1.9	116.5
-396.670792341	1.8	116.5
-396.657252221	1.9	116.5
-396.642584892	1.7	116.5
-396.627394415	1.9	116.5
-396.612080007	1.6	116.5
-396.598998725	1.9	116.5
-396.614409795	1.5	116.5
-396.629718575	1.9	116.5
-396.644526638	1.4	116.5
-396.658228669	1.9	116.5
-396.669808379	1.3	116.5
-396.677468272	1.9	116.5
-396.678055831	1.2	116.5
-396.666252306	1.9	116.5
-396.63339508	1.1	116.5
-396.565611312	1.9	116.5
-396.533117807	1.0	116.5
-396.600723173	1.9	116.5
-396.633395081	1.0	116.5
-396.64500604	2.0	116.5
-396.644221732	1.1	116.5
-396.636367152	2.0	116.5
-396.624602373	1.2	116.5
-396.6107315	2.0	116.5
-396.595775046	1.3	116.5
-396.580339879	2.0	116.5
-396.564823841	1.4	116.5
-396.495668355	2.0	116.5
-396.511298521	1.5	116.5
-396.5268691	2.0	116.5
-396.541982733	1.6	116.5
-396.556030846	2.0	116.5
-396.567988438	1.7	116.5
-396.57604424	2.0	116.5
-396.57702956	1.8	116.5
-396.565611317	2.0	116.5
-396.533117809	1.9	116.5
-396.465672179	2.0	116.5
-396.465574079	2.0	116.5
-396.53301592	2.0	116.6
-396.565505522	2.0	116.6
-396.576919971	2.0	116.6
-396.575931368	1.9	116.6
-396.567873243	2.0	116.6
-396.555914638	1.8	116.6
-396.541866979	2.0	116.6
-396.526755227	1.7	116.6
-396.511187774	2.0	116.6
-396.495561738	1.6	116.6
-396.564717897	2.0	116.6
-396.580229648	1.5	116.6
-396.595661452	2.0	116.6
-396.610615697	1.4	116.6
-396.62448569	2.0	116.6
-396.636250973	1.3	116.6
-396.64410731	2.0	116.6
-396.644894314	1.2	116.6
-396.633286572	2.0	116.6
-396.600618019	1.1	116.6
-396.533015918	2.0	116.6
-396.565505518	1.0	116.6
-396.63328657	2.0	116.6
-396.666141072	1.0	116.6
-396.677942067	1.9	116.6
-396.677352511	1.1	116.6
-396.669691519	1.9	116.6
-396.658111879	1.2	116.6
-396.644411189	1.9	116.6
-396.629605679	1.3	116.6
-396.614300497	1.9	116.6
-396.598893857	1.4	116.6
-396.611976567	1.9	116.6
-396.62728642	1.5	116.6
-396.642473077	1.9	116.6
-396.657137512	1.6	116.6
-396.67067582	1.9	116.6
-396.682075557	1.7	116.6
-396.689545149	1.9	116.6
-396.689938605	1.8	116.6
-396.677942066	1.9	116.6
-396.644894311	1.9	116.6
-396.576919966	1.9	116.6
-396.575931362	2.0	116.6
-396.644107307	1.9	116.6
-396.677352509	2.0	116.6
-396.689545148	1.8	116.6
-396.689345259	1.9	116.6
-396.682062098	1.8	116.6
-396.670835565	1.8	116.6
-396.657451828	1.8	116.6
-396.642920036	1.7	116.6
-396.627843187	1.8	116.6
-396.612621324	1.6	116.6
-396.606120116	1.8	116.6
-396.621264498	1.5	116.6
-396.636242402	1.8	116.6
-396.650652601	1.4	116.6
-396.663892685	1.8	116.6
-396.674956319	1.3	116.6
-396.682062098	1.8	116.6
-396.682075556	1.2	116.6
-396.669691517	1.8	116.6
-396.63625097	1.1	116.6
-396.567873236	1.8	116.6
-396.555914631	1.0	116.6
-396.624485686	1.8	116.6
-396.658111877	1.0	116.6
-396.670675819	1.7	116.6
-396.670835564	1.1	116.6
-396.663892685	1.7	116.6
-396.652976894	1.2	116.6
-396.639865469	1.7	116.6
-396.625562427	1.3	116.6
-396.610669873	1.7	116.6
-396.595590337	1.4	116.6
-396.582799224	1.7	116.6
-396.597828145	1.5	116.6
-396.612651124	1.7	116.6
-396.626864254	1.6	116.6
-396.639865469	1.7	116.6
-396.6506526	1.7	116.6
-396.657451828	1.7	116.6
-396.657137511	1.8	116.6
-396.644411186	1.7	116.6
-396.610615693	1.9	116.6
-396.541866973	1.7	116.6
-396.52675522	2.0	116.6
-396.595661448	1.7	116.6
-396.629605677	2.0	116.6
-396.642473076	1.6	116.6
-396.642920036	1.9	116.6
-396.636242402	1.6	116.6
-396.625562427	1.8	116.6
-396.612651124	1.6	116.6
-396.598509294	1.7	116.6
-396.583739191	1.6	116.6
-396.568746134	1.6	116.6
-396.55403432	1.6	116.6
-396.569005671	1.5	116.6
-396.583739191	1.6	116.6
-396.597828145	1.4	116.6
-396.610669873	1.6	116.6
-396.621264498	1.3	116.6
-396.627843187	1.6	116.6
-396.627286419	1.2	116.6
-396.614300494	1.6	116.6
-396.580229644	1.1	116.6
-396.511187767	1.6	116.6
-396.495561731	1.0	116.6
-396.564717893	1.6	116.6
-396.598893855	1.0	116.6
-396.611976566	1.5	116.6
-396.612621323	1.1	116.6
-396.606120115	1.5	116.6
-396.595590337	1.2	116.6
-396.582799223	1.5	116.6
-396.568746134	1.3	116.6
-396.55403432	1.5	116.6
-396.539071928	1.4	116.6
-396.538988521	1.5	116.6
-396.553947052	1.5	116.7
-396.568655236	1.5	116.7
-396.582704989	1.6	116.7
