Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.666338179	1.1	80.7
-396.652398531	1.3	80.7
-396.637630111	1.1	80.7
-396.622479426	1.4	80.7
-396.609277454	1.1	80.7
-396.624403773	1.5	80.7
-396.639133465	1.1	80.7
-396.653015536	1.6	80.7
-396.665410911	1.1	80.7
-396.67531047	1.7	80.7
-396.680983714	1.1	80.7
-396.679404851	1.8	80.7
-396.665413674	1.1	80.7
-396.630492817	1.9	80.7
-396.560860587	1.1	80.7
-396.525543565	2.0	80.7
-396.59537683	1.1	80.7
-396.630492818	2.0	80.7
-396.64465966	1.0	80.7
-396.646384636	1.9	80.7
-396.64082415	1.0	80.7
-396.63100562	1.8	80.7
-396.618664141	1.0	80.7
-396.604814301	1.7	80.7
-396.590100407	1.0	80.7
-396.574977992	1.6	80.7
-396.505678853	1.0	80.7
-396.52082232	1.5	80.7
-396.535550186	1.0	80.7
-396.549403175	1.4	80.7
-396.56173207	1.0	80.7
-396.571515646	1.3	80.7
-396.577010309	1.0	80.7
-396.575179635	1.2	80.7
-396.560860591	1.0	80.7
-396.525543567	1.1	80.7
-396.455460229	1.0	80.7
-396.455636166	1.0	80.7
-396.525707571	1.0	80.8
-396.561011642	1.0	80.8
-396.575317134	1.0	80.8
-396.577134118	1.1	80.8
-396.571626082	1.0	80.8
-396.561829829	1.2	80.8
-396.549489223	1.0	80.8
-396.535625642	1.3	80.8
-396.520888362	1.0	80.8
-396.50573664	1.4	80.8
-396.57503424	1.0	80.8
-396.590164533	1.5	80.8
-396.604887371	1.0	80.8
-396.618747221	1.6	80.8
-396.631099703	1.0	80.8
-396.640930046	1.7	80.8
-396.646502855	1.0	80.8
-396.644790302	1.8	80.8
-396.630635519	1.0	80.8
-396.595530777	1.9	80.8
-396.525707568	1.0	80.8
-396.561011637	2.0	80.8
-396.630635517	1.0	80.8
-396.665546751	2.0	80.8
-396.679527357	1.1	80.8
-396.68109512	1.9	80.8
-396.675410707	1.1	80.8
-396.66550033	1.8	80.8
-396.653094806	1.1	80.8
-396.63920345	1.7	80.8
-396.624465422	1.1	80.8
-396.609331723	1.6	80.8
-396.622531268	1.1	80.8
-396.637688735	1.5	80.8
-396.652464777	1.1	80.8
-396.666412875	1.4	80.8
-396.678898618	1.1	80.8
-396.688916652	1.3	80.8
-396.694737518	1.1	80.8
-396.693331436	1.2	80.8
-396.679527356	1.1	80.8
-396.644790299	1.1	80.8
-396.575317128	1.1	80.8
-396.577134112	1.0	80.8
-396.646502852	1.1	80.8
-396.681095119	1.0	80.8
-396.694737518	1.2	80.8
-396.695985027	1.1	80.8
-396.690022545	1.2	80.8
-396.679886787	1.2	80.8
-396.667308398	1.2	80.8
-396.65329035	1.3	80.8
-396.638463177	1.2	80.8
-396.623269416	1.4	80.8
-396.616803975	1.2	80.8
-396.632037806	1.5	80.8
-396.646919116	1.2	80.8
-396.661008724	1.6	80.8
-396.673679061	1.2	80.8
-396.683928198	1.7	80.8
-396.690022545	1.2	80.8
-396.688916651	1.8	80.8
-396.675410705	1.2	80.8
-396.640930043	1.9	80.8
-396.571626076	1.2	80.8
-396.561829823	2.0	80.8
-396.6310997	1.2	80.8
-396.665500328	2.0	80.8
-396.678898617	1.3	80.8
-396.679886787	1.9	80.8
-396.673679061	1.3	80.8
-396.663330217	1.8	80.8
-396.650577787	1.3	80.8
-396.636423595	1.7	80.8
-396.62149299	1.3	80.8
-396.60622235	1.6	80.8
-396.593278776	1.3	80.8
-396.60857913	1.5	80.8
-396.623550026	1.3	80.8
-396.637757461	1.4	80.8
-396.650577787	1.3	80.8
-396.661008724	1.3	80.8
-396.667308397	1.3	80.8
-396.666412873	1.2	80.8
-396.653094804	1.3	80.8
-396.618747217	1.1	80.8
-396.549489216	1.3	80.8
-396.535625636	1.0	80.8
-396.604887367	1.3	80.8
-396.639203448	1.0	80.8
-396.652464776	1.4	80.8
-396.65329035	1.1	80.8
-396.646919115	1.4	80.8
-396.636423594	1.2	80.8
-396.623550026	1.4	80.8
-396.609301425	1.3	80.8
-396.594300077	1.4	80.8
-396.578977925	1.4	80.8
-396.563939953	1.4	80.8
-396.579276973	1.5	80.8
-396.594300076	1.4	80.8
-396.60857913	1.6	80.8
-396.62149299	1.4	80.8
-396.632037806	1.7	80.8
-396.638463177	1.4	80.8
-396.637688733	1.8	80.8
-396.624465419	1.4	80.8
-396.590164529	1.9	80.8
-396.520888355	1.4	80.8
-396.505736633	2.0	80.8
-396.575034236	1.4	80.8
-396.60933172	2.0	80.8
-396.622531267	1.5	80.8
-396.623269416	1.9	80.8
-396.616803975	1.5	80.8
-396.60622235	1.8	80.8
-396.593278776	1.5	80.8
-396.578977925	1.7	80.8
-396.563939953	1.5	80.8
-396.548593389	1.6	80.8
-396.548625448	1.5	80.8
-396.563974441	1.5	80.9
-396.579014984	1.5	80.9
-396.593318563	1.4	80.9
-396.606265018	1.5	80.9
-396.616849621	1.3	80.9
-396.623318015	1.5	80.9
-396.622582629	1.2	80.9
-396.609385495	1.5	80.9
-396.575089981	1.1	80.9
-396.505793911	1.5	80.9
-396.520953842	1.0	80.9
-396.590228108	1.5	80.9
-396.624526531	1.0	80.9
-396.637746834	1.6	80.9
-396.638517848	1.1	80.9
-396.632088825	1.6	80.9
-396.621540337	1.2	80.9
-396.608622939	1.6	80.9
-396.594340555	1.3	80.9
-396.579314349	1.6	80.9
-396.563974441	1.4	80.9
-396.579014984	1.6	80.9
-396.594340555	1.5	80.9
-396.609345622	1.6	80.9
-396.623598248	1.6	80.9
-396.636476116	1.6	80.9
-396.646976113	1.7	80.9
-396.653351814	1.6	80.9
-396.652530455	1.8	80.9
-396.63927285	1.6	80.9
-396.604959842	1.9	80.9
-396.535700491	1.6	80.9
-396.549574617	2.0	80.9
-396.618829658	1.6	80.9
-396.653173447	2.0	80.9
-396.666486959	1.7	80.9
-396.667377366	1.9	80.9
-396.661072298	1.7	80.9
-396.650635975	1.8	80.9
-396.637810491	1.7	80.9
-396.623598248	1.7	80.9
-396.608622939	1.7	80.9
-396.593318563	1.6	80.9
-396.606265019	1.7	80.9
-396.621540337	1.5	80.9
-396.636476116	1.7	80.9
-396.650635976	1.4	80.9
-396.663394507	1.7	80.9
-396.673749739	1.3	80.9
-396.67996389	1.7	80.9
-396.678981853	1.2	80.9
-396.665589078	1.7	80.9
-396.6311931	1.1	80.9
-396.561926892	1.7	80.9
-396.571735781	1.0	80.9
-396.641035218	1.7	80.9
-396.675510236	1.0	80.9
-396.689009587	1.8	80.9
-396.690108228	1.1	80.9
-396.68400634	1.8	80.9
-396.67374974	1.2	80.9
-396.661072298	1.8	80.9
-396.646976113	1.3	80.9
-396.632088825	1.8	80.9
-396.616849621	1.4	80.9
-396.623318016	1.8	80.9
-396.638517849	1.5	80.9
-396.653351815	1.8	80.9
-396.667377366	1.6	80.9
-396.67996389	1.8	80.9
-396.690108228	1.7	80.9
-396.69607943	1.8	80.9
-396.694840385	1.8	80.9
-396.681205786	1.8	80.9
-396.646620316	1.9	80.9
-396.577257154	1.8	80.9
-396.575453828	2.0	80.9
-396.644920157	1.8	80.9
-396.679649096	2.0	80.9
-396.693444052	1.9	80.9
-396.694840386	1.9	80.9
-396.689009588	1.9	80.9
-396.678981854	1.8	80.9
-396.66648696	1.9	80.9
-396.652530456	1.7	80.9
-396.637746836	1.9	80.9
-396.62258263	1.6	80.9
-396.609385497	1.9	80.9
-396.624526533	1.5	80.9
-396.639272852	1.9	80.9
-396.653173449	1.4	80.9
-396.66558908	1.9	80.9
-396.675510238	1.3	80.9
-396.681205788	1.9	80.9
-396.679649097	1.2	80.9
-396.665679039	1.9	80.9
-396.630777408	1.1	80.9
-396.56116186	1.9	80.9
-396.525870716	1.0	80.9
-396.59568389	1.9	80.9
-396.630777409	1.0	80.9
-396.644920159	2.0	80.9
-396.646620319	1.1	80.9
-396.641035222	2.0	80.9
-396.631193104	1.2	80.9
-396.618829662	2.0	80.9
-396.604959846	1.3	80.9
-396.590228112	2.0	80.9
-396.575089985	1.4	80.9
-396.505793918	2.0	80.9
-396.520953849	1.5	80.9
-396.535700497	2.0	80.9
-396.549574623	1.6	80.9
-396.561926898	2.0	80.9
-396.571735787	1.7	80.9
-396.57725716	2.0	80.9
-396.575453834	1.8	80.9
-396.561161865	2.0	80.9
-396.525870718	1.9	80.9
-396.455811221	2.0	80.9
-396.455985395	2.0	80.9
-396.52603301	2.0	81.0
-396.56131126	2.0	81.0
-396.575589735	2.0	81.0
-396.577379436	1.9	81.0
-396.571844762	2.0	81.0
-396.562023276	1.8	81.0
-396.549659377	2.0	81.0
-396.535774751	1.7	81.0
-396.521018782	2.0	81.0
-396.505850686	1.6	81.0
-396.575145227	2.0	81.0
-396.590291141	1.5	81.0
-396.605031726	2.0	81.0
-396.618911462	1.4	81.0
-396.631285822	2.0	81.0
-396.641139677	1.3	81.0
-396.646737029	2.0	81.0
-396.645049233	1.2	81.0
-396.630918489	2.0	81.0
-396.595836169	1.1	81.0
-396.526033008	2.0	81.0
-396.561311255	1.0	81.0
-396.630918488	2.0	81.0
-396.665810537	1.0	81.0
-396.679770071	1.9	81.0
-396.681315717	1.1	81.0
-396.675609063	1.9	81.0
-396.665677162	1.2	81.0
-396.653251465	1.9	81.0
-396.639341672	1.3	81.0
-396.624587107	1.9	81.0
-396.609438779	1.4	81.0
-396.622633512	1.9	81.0
-396.637804414	1.5	81.0
-396.652595568	1.9	81.0
-396.666560436	1.6	81.0
-396.67906444	1.9	81.0
-396.689101838	1.7	81.0
-396.694942536	1.9	81.0
-396.693555924	1.8	81.0
-396.67977007	1.9	81.0
-396.64504923	1.9	81.0
-396.57558973	1.9	81.0
-396.57737943	2.0	81.0
-396.646737026	1.9	81.0
-396.681315716	2.0	81.0
-396.694942535	1.8	81.0
-396.69617314	1.9	81.0
-396.690193249	1.8	81.0
-396.680040366	1.8	81.0
-396.667445748	1.8	81.0
-396.653412733	1.7	81.0
-396.638572015	1.8	81.0
-396.623366151	1.6	81.0
-396.616894823	1.8	81.0
-396.632139361	1.5	81.0
-396.647032588	1.8	81.0
-396.661135311	1.4	81.0
-396.67381982	1.8	81.0
-396.68408385	1.3	81.0
-396.690193248	1.8	81.0
-396.689101837	1.2	81.0
-396.675609062	1.8	81.0
-396.641139673	1.1	81.0
-396.571844756	1.8	81.0
-396.56202327	1.0	81.0
-396.631285818	1.8	81.0
-396.66567716	1.0	81.0
-396.679064439	1.7	81.0
-396.680040366	1.1	81.0
-396.673819819	1.7	81.0
-396.66345823	1.2	81.0
-396.650693632	1.7	81.0
-396.636528143	1.3	81.0
-396.621587227	1.7	81.0
-396.606307266	1.4	81.0
-396.593357954	1.7	81.0
-396.608666316	1.5	81.0
-396.623646004	1.7	81.0
-396.637863022	1.6	81.0
-396.650693632	1.7	81.0
-396.661135311	1.7	81.0
-396.667445747	1.7	81.0
-396.666560435	1.8	81.0
-396.653251463	1.7	81.0
-396.618911459	1.9	81.0
-396.549659371	1.7	81.0
-396.535774745	2.0	81.0
-396.605031723	1.7	81.0
-396.63934167	2.0	81.0
-396.652595567	1.6	81.0
-396.653412732	1.9	81.0
-396.647032588	1.6	81.0
-396.636528143	1.8	81.0
-396.623646004	1.6	81.0
-396.609389386	1.7	81.0
-396.594380632	1.6	81.0
-396.579051672	1.6	81.0
-396.564008584	1.6	81.0
-396.579351352	1.5	81.0
-396.594380632	1.6	81.0
-396.608666316	1.4	81.0
-396.621587226	1.6	81.0
-396.632139361	1.3	81.0
-396.638572014	1.6	81.0
-396.637804412	1.2	81.0
-396.624587104	1.6	81.0
-396.590291137	1.1	81.0
-396.521018775	1.6	81.0
-396.50585068	1.0	81.0
-396.575145223	1.6	81.0
-396.609438776	1.0	81.0
-396.62263351	1.5	81.0
-396.623366151	1.1	81.0
-396.616894823	1.5	81.0
-396.606307265	1.2	81.0
-396.593357954	1.5	81.0
-396.579051672	1.3	81.0
-396.564008584	1.5	81.0
-396.548657189	1.4	81.0
-396.54868861	1.5	81.0
-396.564042382	1.5	81.1
-396.579087988	1.5	81.1
-396.593396947	1.6	81.1
-396.606349091	1.5	81.1
-396.616939581	1.7	81.1
-396.623413823	1.5	81.1
-396.622683912	1.8	81.1
-396.609491564	1.5	81.1
-396.575199961	1.9	81.1
-396.505906939	1.5	81.1
-396.521083154	2.0	81.1
-396.590353619	1.5	81.1
-396.62464714	2.0	81.1
-396.637861467	1.4	81.1
-396.638625676	1.9	81.1
-396.632189414	1.4	81.1
-396.621633658	1.8	81.1
-396.608709263	1.4	81.1
-396.594420306	1.7	81.1
-396.579387981	1.4	81.1
-396.564042382	1.6	81.1
-396.579087988	1.4	81.1
-396.594420306	1.5	81.1
-396.609432715	1.4	81.1
-396.623693295	1.4	81.1
-396.636579674	1.4	81.1
-396.64708854	1.3	81.1
-396.653473104	1.4	81.1
-396.652660112	1.2	81.1
-396.639409907	1.4	81.1
-396.605103009	1.1	81.1
-396.535848398	1.4	81.1
-396.549743478	1.0	81.1
-396.61899262	1.4	81.1
-396.653328853	1.0	81.1
-396.666633302	1.3	81.1
-396.66751354	1.1	81.1
-396.661197762	1.3	81.1
-396.650750757	1.2	81.1
-396.637915053	1.3	81.1
-396.623693295	1.3	81.1
-396.608709263	1.3	81.1
-396.593396947	1.4	81.1
-396.606349091	1.3	81.1
-396.621633658	1.5	81.1
-396.636579674	1.3	81.1
-396.650750757	1.6	81.1
-396.663521387	1.3	81.1
-396.673889301	1.7	81.1
-396.680116216	1.3	81.1
-396.679146375	1.8	81.1
-396.665764573	1.3	81.1
-396.631377855	1.9	81.1
-396.562118957	1.3	81.1
-396.571953	2.0	81.1
-396.641243407	1.3	81.1
-396.675707181	2.0	81.1
-396.689193401	1.2	81.1
-396.690277608	1.9	81.1
-396.684160727	1.2	81.1
-396.673889301	1.8	81.1
-396.661197763	1.2	81.1
-396.647088541	1.7	81.1
-396.632189414	1.2	81.1
-396.616939581	1.6	81.1
-396.623413823	1.2	81.1
-396.638625677	1.5	81.1
-396.653473105	1.2	81.1
-396.667513541	1.4	81.1
-396.680116217	1.2	81.1
-396.690277608	1.3	81.1
-396.696266159	1.2	81.1
-396.695043968	1.2	81.1
-396.681424907	1.2	81.1
-396.64685298	1.1	81.1
-396.57750094	1.2	81.1
-396.575724833	1.0	81.1
-396.645177519	1.2	81.1
-396.679890278	1.0	81.1
-396.693667052	1.1	81.1
-396.695043968	1.1	81.1
-396.689193401	1.1	81.1
-396.679146376	1.2	81.1
-396.666633303	1.1	81.1
-396.652660114	1.3	81.1
-396.637861469	1.1	81.1
-396.622683913	1.4	81.1
-396.609491566	1.1	81.1
-396.624647142	1.5	81.1
-396.639409909	1.1	81.1
-396.653328855	1.6	81.1
-396.665764575	1.1	81.1
-396.675707183	1.7	81.1
-396.681424909	1.1	81.1
-396.679890279	1.8	81.1
-396.665941245	1.1	81.1
-396.631058757	1.9	81.1
-396.561459822	1.1	81.1
-396.526194444	2.0	81.1
-396.595987613	1.1	81.1
-396.631058759	2.0	81.1
-396.645177522	1.0	81.1
-396.646852984	1.9	81.1
-396.641243411	1.0	81.1
-396.631377858	1.8	81.1
-396.618992624	1.0	81.1
-396.605103013	1.7	81.1
-396.590353623	1.0	81.1
-396.575199965	1.6	81.1
-396.505906946	1.0	81.1
-396.521083161	1.5	81.1
-396.535848405	1.0	81.1
-396.549743484	1.4	81.1
-396.562118964	1.0	81.1
-396.571953007	1.3	81.1
-396.577500946	1.0	81.1
-396.575724838	1.2	81.1
-396.561459827	1.0	81.1
-396.526194446	1.1	81.1
-396.456158688	1.0	81.1
-396.456331098	1.0	81.1
-396.526355026	1.0	81.2
-396.561607565	1.0	81.2
-396.575859142	1.0	81.2
-396.577621689	1.1	81.2
-396.572060521	1.0	81.2
-396.562213961	1.2	81.2
-396.549826945	1.0	81.2
-396.535921458	1.3	81.2
-396.521146985	1.0	81.2
-396.505962697	1.4	81.2
-396.5752542	1.0	81.2
-396.590415557	1.5	81.2
-396.605173706	1.0	81.2
-396.619073146	1.6	81.2
-396.631469212	1.0	81.2
-396.641346424	1.7	81.2
-396.646968184	1.0	81.2
-396.645305027	1.8	81.2
-396.631198217	1.0	81.2
-396.596138222	1.9	81.2
-396.526355023	1.0	81.2
-396.561607561	2.0	81.2
-396.631198216	1.0	81.2
-396.666071164	2.0	81.2
-396.680009721	1.1	81.2
-396.681533362	1.9	81.2
-396.675804596	1.1	81.2
-396.665851321	1.8	81.2
-396.653405618	1.1	81.2
-396.639477564	1.7	81.2
-396.624706641	1.1	81.2
-396.609543861	1.6	81.2
-396.622733834	1.1	81.2
-396.637918001	1.5	81.2
-396.652724093	1.1	81.2
-396.66670556	1.4	81.2
-396.679227663	1.1	81.2
-396.689284279	1.3	81.2
-396.695144684	1.1	81.2
-396.693777436	1.2	81.2
-396.68000972	1.1	81.2
-396.645305024	1.1	81.2
-396.575859137	1.1	81.2
-396.577621683	1.0	81.2
-396.64696818	1.1	81.2
-396.68153336	1.0	81.2
-396.695144683	1.2	81.2
-396.696358486	1.1	81.2
-396.690361306	1.2	81.2
-396.680191441	1.2	81.2
-396.667580747	1.2	81.2
-396.65353293	1.3	81.2
-396.638678835	1.2	81.2
-396.623461032	1.4	81.2
-396.616983896	1.2	81.2
-396.632238984	1.5	81.2
-396.647143971	1.2	81.2
-396.661259653	1.6	81.2
-396.673958184	1.2	81.2
-396.684236973	1.7	81.2
-396.690361306	1.2	81.2
-396.689284278	1.8	81.2
-396.675804595	1.2	81.2
-396.64134642	1.9	81.2
-396.572060514	1.2	81.2
-396.562213955	2.0	81.2
-396.631469209	1.2	81.2
-396.665851319	2.0	81.2
-396.679227662	1.3	81.2
-396.68019144	1.9	81.2
-396.673958184	1.3	81.2
-396.663583977	1.8	81.2
-396.650807351	1.3	81.2
-396.636630711	1.7	81.2
-396.621679631	1.3	81.2
-396.606390495	1.6	81.2
-396.593435543	1.3	81.2
-396.608751778	1.5	81.2
-396.623740121	1.3	81.2
-396.637966585	1.4	81.2
-396.650807351	1.3	81.2
-396.661259652	1.3	81.2
-396.667580747	1.3	81.2
-396.666705559	1.2	81.2
-396.653405616	1.3	81.2
-396.619073142	1.1	81.2
-396.549826938	1.3	81.2
-396.535921451	1.0	81.2
-396.605173702	1.3	81.2
-396.639477561	1.0	81.2
-396.652724092	1.4	81.2
-396.65353293	1.1	81.2
-396.647143971	1.4	81.2
-396.63663071	1.2	81.2
-396.623740121	1.4	81.2
-396.609475609	1.3	81.2
-396.594459577	1.4	81.2
-396.579123932	1.4	81.2
-396.564075835	1.4	81.2
-396.579424236	1.5	81.2
-396.594459577	1.4	81.2
-396.608751778	1.6	81.2
-396.621679631	1.4	81.2
-396.632238984	1.7	81.2
-396.638678834	1.4	81.2
-396.637917999	1.8	81.2
-396.624706639	1.4	81.2
-396.590415553	1.9	81.2
-396.521146978	1.4	81.2
-396.50596269	2.0	81.2
-396.575254196	1.4	81.2
-396.609543858	2.0	81.2
-396.622733833	1.5	81.2
-396.623461031	1.9	81.2
-396.616983895	1.5	81.2
-396.606390495	1.8	81.2
-396.593435543	1.5	81.2
-396.579123932	1.7	81.2
-396.564075835	1.5	81.2
-396.548719712	1.6	81.2
-396.548750493	1.5	81.2
-396.564108941	1.5	81.3
-396.579159504	1.5	81.3
-396.593473742	1.4	81.3
-396.606431477	1.5	81.3
-396.617027765	1.3	81.3
-396.623507775	1.5	81.3
-396.622783274	1.2	81.3
-396.609595659	1.5	81.3
-396.575307928	1.1	81.3
-396.506017932	1.5	81.3
-396.521210249	1.0	81.3
-396.590476938	1.5	81.3
-396.6247656	1.0	81.3
-396.637974008	1.6	81.3
-396.638731487	1.1	81.3
-396.632288072	1.6	81.3
-396.621725146	1.2	81.3
-396.608793862	1.6	81.3
-396.594498445	1.3	81.3
-396.579460116	1.6	81.3
-396.564108941	1.4	81.3
-396.579159504	1.6	81.3
-396.594498445	1.5	81.3
-396.60951807	1.6	81.3
-396.623786481	1.6	81.3
-396.636681252	1.6	81.3
-396.647198879	1.7	81.3
-396.653592209	1.6	81.3
-396.652787505	1.8	81.3
-396.639544634	1.6	81.3
-396.6052438	1.9	81.3
-396.535993903	1.6	81.3
-396.549909752	2.0	81.3
-396.619153025	1.6	81.3
-396.653481752	2.0	81.3
-396.666777208	1.7	81.3
-396.667647366	1.9	81.3
-396.661320981	1.7	81.3
-396.650863412	1.8	81.3
-396.638017617	1.7	81.3
-396.623786481	1.7	81.3
-396.608793862	1.7	81.3
-396.593473742	1.6	81.3
-396.606431477	1.7	81.3
-396.621725146	1.5	81.3
-396.636681252	1.7	81.3
-396.650863413	1.4	81.3
-396.663646	1.7	81.3
-396.674026469	1.3	81.3
-396.680266038	1.7	81.3
-396.6793083	1.2	81.3
-396.665937396	1.7	81.3
-396.631559881	1.1	81.3
-396.562308262	1.7	81.3
-396.572167298	1.0	81.3
-396.641448713	1.7	81.3
-396.675901303	1.0	81.3
-396.689374471	1.8	81.3
-396.690444343	1.1	81.3
-396.684312586	1.8	81.3
-396.674026469	1.2	81.3
-396.661320982	1.8	81.3
-396.647198879	1.3	81.3
-396.632288072	1.8	81.3
-396.617027766	1.4	81.3
-396.623507776	1.8	81.3
-396.638731487	1.5	81.3
-396.65359221	1.8	81.3
-396.667647366	1.6	81.3
-396.680266039	1.8	81.3
-396.690444343	1.7	81.3
-396.696450121	1.8	81.3
-396.695244682	1.8	81.3
-396.681641075	1.8	81.3
-396.647082626	1.9	81.3
-396.57774166	1.8	81.3
-396.575992642	2.0	81.3
-396.645431744	1.8	81.3
-396.680128396	2.0	81.3
-396.693887077	1.9	81.3
-396.695244682	1.9	81.3
-396.689374472	1.9	81.3
-396.679308301	1.8	81.3
-396.666777209	1.9	81.3
-396.652787506	1.7	81.3
-396.63797401	1.9	81.3
-396.622783275	1.6	81.3
-396.609595662	1.9	81.3
-396.624765602	1.5	81.3
-396.639544636	1.9	81.3
-396.653481754	1.4	81.3
-396.665937398	1.9	81.3
-396.675901305	1.3	81.3
-396.681641076	1.9	81.3
-396.680128397	1.2	81.3
-396.666200293	1.9	81.3
-396.631336863	1.1	81.3
-396.561754471	1.9	81.3
-396.526514746	1.0	81.3
-396.596287997	1.9	81.3
-396.631336865	1.0	81.3
-396.645431747	2.0	81.3
-396.647082629	1.1	81.3
-396.641448716	2.0	81.3
-396.631559885	1.2	81.3
-396.619153029	2.0	81.3
-396.605243804	1.3	81.3
-396.590476942	2.0	81.3
-396.575307932	1.4	81.3
-396.506017939	2.0	81.3
-396.521210255	1.5	81.3
-396.53599391	2.0	81.3
-396.549909759	1.6	81.3
-396.562308269	2.0	81.3
-396.572167304	1.7	81.3
-396.577741666	2.0	81.3
-396.575992647	1.8	81.3
-396.561754475	2.0	81.3
-396.526514749	1.9	81.3
-396.456502625	2.0	81.3
-396.45667327	2.0	81.3
-396.526673615	2.0	81.4
-396.561900556	2.0	81.4
-396.576125353	2.0	81.4
-396.577860876	1.9	81.4
-396.572273357	2.0	81.4
-396.562401886	1.8	81.4
-396.549991926	2.0	81.4
-396.536065762	1.7	81.4
-396.521272972	2.0	81.4
-396.506072673	1.6	81.4
-396.575361161	2.0	81.4
-396.59053778	1.5	81.4
-396.605313309	2.0	81.4
-396.619232273	1.4	81.4
-396.631649875	2.0	81.4
-396.641550288	1.3	81.4
-396.647196319	2.0	81.4
-396.645557683	1.2	81.4
-396.631474702	2.0	81.4
-396.596436936	1.1	81.4
-396.526673613	2.0	81.4
-396.561900552	1.0	81.4
-396.6314747	2.0	81.4
-396.666328631	1.0	81.4
-396.680246308	1.9	81.4
-396.681748053	1.1	81.4
-396.675997307	1.9	81.4
-396.666022807	1.2	81.4
-396.653557264	1.9	81.4
-396.639611126	1.3	81.4
-396.624824026	1.9	81.4
-396.609646969	1.4	81.4
-396.622832236	1.9	81.4
-396.638029496	1.5	81.4
-396.652850353	1.9	81.4
-396.666848249	1.6	81.4
-396.679388289	1.9	81.4
-396.689463978	1.7	81.4
-396.695343964	1.9	81.4
-396.693995974	1.8	81.4
-396.680246307	1.9	81.4
-396.64555768	1.9	81.4
-396.576125348	1.9	81.4
-396.57786087	2.0	81.4
-396.647196316	1.9	81.4
-396.681748052	2.0	81.4
-396.695343963	1.8	81.4
-396.696541065	1.9	81.4
-396.69052672	1.8	81.4
-396.680340011	1.8	81.4
-396.667713398	1.8	81.4
-396.653650943	1.7	81.4
-396.638783636	1.8	81.4
-396.623554057	1.6	81.4
-396.617071192	1.8	81.4
-396.632336677	1.5	81.4
-396.647253265	1.8	81.4
-396.661381749	1.4	81.4
-396.674094156	1.8	81.4
-396.684387568	1.3	81.4
-396.690526719	1.8	81.4
-396.689463977	1.2	81.4
-396.675997305	1.8	81.4
-396.641550285	1.1	81.4
-396.572273351	1.8	81.4
-396.562401879	1.0	81.4
-396.631649871	1.8	81.4
-396.666022805	1.0	81.4
-396.679388288	1.7	81.4
-396.68034001	1.1	81.4
-396.674094156	1.7	81.4
-396.663707458	1.2	81.4
-396.650918943	1.7	81.4
-396.636731298	1.3	81.4
-396.621770203	1.7	81.4
-396.606472038	1.4	81.4
-396.593511543	1.7	81.4
-396.608835515	1.5	81.4
-396.623832376	1.7	81.4
-396.638068151	1.6	81.4
-396.650918943	1.7	81.4
-396.661381749	1.7	81.4
-396.667713398	1.7	81.4
-396.666848247	1.8	81.4
-396.653557262	1.7	81.4
-396.619232269	1.9	81.4
-396.54999192	1.7	81.4
-396.536065755	2.0	81.4
-396.605313305	1.7	81.4
-396.639611124	2.0	81.4
-396.652850351	1.6	81.4
-396.653650942	1.9	81.4
-396.647253265	1.6	81.4
-396.636731298	1.8	81.4
-396.623832376	1.6	81.4
-396.609560096	1.7	81.4
-396.59453691	1.6	81.4
-396.579194704	1.6	81.4
-396.5641417	1.6	81.4
-396.579495622	1.5	81.4
-396.59453691	1.6	81.4
-396.608835515	1.4	81.4
-396.621770203	1.6	81.4
-396.632336676	1.3	81.4
-396.638783635	1.6	81.4
-396.638029495	1.2	81.4
-396.624824024	1.6	81.4
-396.590537776	1.1	81.4
-396.521272965	1.6	81.4
-396.506072666	1.0	81.4
-396.575361158	1.6	81.4
-396.609646967	1.0	81.4
